file,page,y,font_size,bold,text,label
file02.pdf,2,59.972991943359375,9.960000038146973,0,Qualifications Board,Text
file02.pdf,2,36.933013916015625,9.960000038146973,0,International,Text
file02.pdf,2,39.540000915527344,12.0,0,Overview,Text
file02.pdf,2,48.452972412109375,9.960000038146973,0,Software Testing,Text
file02.pdf,2,56.733001708984375,9.960000038146973,0,Foundation Level Extension –   Agile Tester,Text
file02.pdf,2,106.30280303955078,15.960000038146973,1,Revision History,H1
file02.pdf,2,137.80282592773438,9.960000038146973,1,Version,Text
file02.pdf,2,137.80282592773438,9.960000038146973,1,Date,Text
file02.pdf,2,137.80282592773438,9.960000038146973,1,Remarks,Text
file02.pdf,2,150.11300659179688,9.960000038146973,0,0.1,Text
file02.pdf,2,150.11300659179688,9.960000038146973,0,18 JUNE 2013,Text
file02.pdf,2,150.11300659179688,9.960000038146973,0,Initial version,Text
file02.pdf,2,162.35299682617188,9.960000038146973,0,0.2,Text
file02.pdf,2,162.35299682617188,9.960000038146973,0,23 JULY 2013,Text
file02.pdf,2,162.35299682617188,9.960000038146973,0,WG reviewed and confirmed,Text
file02.pdf,2,174.59298706054688,9.960000038146973,0,0.3,Text
file02.pdf,2,174.59298706054688,9.960000038146973,0,6 NOV 2013,Text
file02.pdf,2,174.59298706054688,9.960000038146973,0,amended population and diagram,Text
file02.pdf,2,186.83297729492188,9.960000038146973,0,0.7,Text
file02.pdf,2,186.83297729492188,9.960000038146973,0,11 DEC 2013,Text
file02.pdf,2,186.83297729492188,9.960000038146973,0,Amended Business Outcomes and Chapters matching,Text
file02.pdf,2,199.07302856445312,9.960000038146973,0,0.8,Text
file02.pdf,2,199.07302856445312,9.960000038146973,0,20 DEC 2013,Text
file02.pdf,2,199.07302856445312,9.960000038146973,0,Working group updates on 0.7,Text
file02.pdf,2,211.31301879882812,9.960000038146973,0,1.0,Text
file02.pdf,2,211.31301879882812,9.960000038146973,0,31 MAY 2014,Text
file02.pdf,2,211.31301879882812,9.960000038146973,0,GA release for Agile Extension,Text
file02.pdf,2,718.6878662109375,9.960000038146973,0,Version 2014,Text
file02.pdf,2,718.6878662109375,9.960000038146973,0,Page 3 of 12,Text
file02.pdf,2,718.6878662109375,9.960000038146973,0,"May 31, 2014",Text
file02.pdf,2,735.8699951171875,6.0,0,© International Software Testing Qualifications Board,Text
file02.pdf,3,143.08279418945312,9.960000038146973,1,..........................................................................................................................................,Text
file02.pdf,3,160.48294067382812,9.960000038146973,1,........................................................................................................................................,Text
file02.pdf,3,178.00259399414062,9.960000038146973,1,............................................................................,Text
file02.pdf,3,195.52224731445312,9.960000038146973,1,...............................................................,Text
file02.pdf,3,213.11160278320312,9.960000038146973,0,.....................................................................................................................,Text
file02.pdf,3,224.63534545898438,9.960000038146973,0,............................................................................................................,Text
file02.pdf,3,236.06942749023438,9.960000038146973,0,...................................................................................................................,Text
file02.pdf,3,247.59317016601562,9.960000038146973,0,...................................................................................................................,Text
file02.pdf,3,259.1169128417969,9.960000038146973,0,...................................................................................................,Text
file02.pdf,3,270.640625,9.960000038146973,0,......................................................................................................................,Text
file02.pdf,3,288.0905456542969,9.960000038146973,1,.........................................,Text
file02.pdf,3,305.6799011230469,9.960000038146973,0,.................................................................................................................,Text
file02.pdf,3,317.0841064453125,9.960000038146973,0,....................................................................................................................................,Text
file02.pdf,3,334.5340270996094,9.960000038146973,1,..........................................................................................................................................,Text
file02.pdf,3,352.1233825683594,9.960000038146973,0,.............................................................................................................................,Text
file02.pdf,3,363.6470947265625,9.960000038146973,0,.......................................................................................................,Text
file02.pdf,3,36.933013916015625,9.960000038146973,0,International,Text
file02.pdf,3,39.540000915527344,12.0,0,Overview,Text
file02.pdf,3,48.452972412109375,9.960000038146973,0,Software Testing,Text
file02.pdf,3,56.733001708984375,9.960000038146973,0,Foundation Level Extension –   Agile Tester,Text
file02.pdf,3,59.972991943359375,9.960000038146973,0,Qualifications,Text
file02.pdf,3,59.972991943359375,9.960000038146973,0,Board,Text
file02.pdf,3,106.30280303955078,15.960000038146973,1,Table of Contents,H1
file02.pdf,3,143.08279418945312,9.960000038146973,1,Revision History,H1
file02.pdf,3,143.08279418945312,9.960000038146973,1,3,Text
file02.pdf,3,160.48294067382812,9.960000038146973,1,Table of Contents,H1
file02.pdf,3,160.48294067382812,9.960000038146973,1,4,Text
file02.pdf,3,178.00259399414062,9.960000038146973,1,1.,Text
file02.pdf,3,178.00259399414062,9.960000038146973,1,Introduction to the Foundation Level Extensions,Text
file02.pdf,3,178.00259399414062,9.960000038146973,1,6,Text
file02.pdf,3,195.52224731445312,9.960000038146973,1,2.,Text
file02.pdf,3,195.52224731445312,9.960000038146973,1,Introduction to Foundation Level Agile Tester Extension,Text
file02.pdf,3,195.52224731445312,9.960000038146973,1,7,Text
file02.pdf,3,213.11160278320312,9.960000038146973,0,2.1,Text
file02.pdf,3,213.11160278320312,9.960000038146973,0,Intended Audience,Text
file02.pdf,3,213.11160278320312,9.960000038146973,0,7,Text
file02.pdf,3,224.63534545898438,9.960000038146973,0,2.2,Text
file02.pdf,3,224.63534545898438,9.960000038146973,0,Career Paths for Testers,Text
file02.pdf,3,224.63534545898438,9.960000038146973,0,7,Text
file02.pdf,3,236.06942749023438,9.960000038146973,0,2.3,Text
file02.pdf,3,236.06942749023438,9.960000038146973,0,Learning Objectives,Text
file02.pdf,3,236.06942749023438,9.960000038146973,0,7,Text
file02.pdf,3,247.59317016601562,9.960000038146973,0,2.4,Text
file02.pdf,3,247.59317016601562,9.960000038146973,0,Entry Requirements,Text
file02.pdf,3,247.59317016601562,9.960000038146973,0,8,Text
file02.pdf,3,259.1169128417969,9.960000038146973,0,2.5,Text
file02.pdf,3,259.1169128417969,9.960000038146973,0,Structure and Course Duration,Text
file02.pdf,3,259.1169128417969,9.960000038146973,0,8,Text
file02.pdf,3,270.640625,9.960000038146973,0,2.6,Text
file02.pdf,3,270.640625,9.960000038146973,0,Keeping It Current,Text
file02.pdf,3,270.640625,9.960000038146973,0,9,Text
file02.pdf,3,288.0905456542969,9.960000038146973,1,3.,Text
file02.pdf,3,288.0905456542969,9.960000038146973,1,Overview of the Foundation Level Extension –   Agile Tester Syllabus,Text
file02.pdf,3,288.0905456542969,9.960000038146973,1,10,Text
file02.pdf,3,305.6799011230469,9.960000038146973,0,3.1,Text
file02.pdf,3,305.6799011230469,9.960000038146973,0,Business Outcomes,Text
file02.pdf,3,305.6799011230469,9.960000038146973,0,10,Text
file02.pdf,3,317.0841064453125,9.960000038146973,0,3.2,Text
file02.pdf,3,317.0841064453125,9.960000038146973,0,Content,Text
file02.pdf,3,317.0841064453125,9.960000038146973,0,10,Text
file02.pdf,3,334.5340270996094,9.960000038146973,1,4.,Text
file02.pdf,3,334.5340270996094,9.960000038146973,1,References,Text
file02.pdf,3,334.5340270996094,9.960000038146973,1,12,Text
file02.pdf,3,352.1233825683594,9.960000038146973,0,4.1,Text
file02.pdf,3,352.1233825683594,9.960000038146973,0,Trademarks,Text
file02.pdf,3,352.1233825683594,9.960000038146973,0,12,Text
file02.pdf,3,363.6470947265625,9.960000038146973,0,4.2,Text
file02.pdf,3,363.6470947265625,9.960000038146973,0,Documents and Web Sites,Text
file02.pdf,3,363.6470947265625,9.960000038146973,0,12,Text
file02.pdf,3,718.7114868164062,9.960000038146973,0,Version 2014,Text
file02.pdf,3,718.7114868164062,9.960000038146973,0,Page 4 of 12,Text
file02.pdf,3,718.7114868164062,9.960000038146973,0,"May 31, 2014",Text
file02.pdf,3,735.8699951171875,6.0,0,© International Software Testing Qualifications Board,Text
file02.pdf,4,36.933013916015625,9.960000038146973,0,International,Text
file02.pdf,4,39.540000915527344,12.0,0,Overview,Text
file02.pdf,4,48.452972412109375,9.960000038146973,0,Software Testing,Text
file02.pdf,4,56.733001708984375,9.960000038146973,0,Foundation Level Extension –   Agile Tester,Text
file02.pdf,4,59.972991943359375,9.960000038146973,0,Qualifications,Text
file02.pdf,4,59.972991943359375,9.960000038146973,0,Board,Text
file02.pdf,4,106.22300720214844,15.960000038146973,0,Acknowledgements,H1
file02.pdf,4,143.15298461914062,9.960000038146973,0,This document was produced by a team from the International Software Testing Qualifications Board,Text
file02.pdf,4,154.55715942382812,9.960000038146973,0,Foundation Level Working Group.,Text
file02.pdf,4,177.59463500976562,9.960000038146973,0,The Agile Extension team thanks the review team and the National Boards for their suggestions and input.,Text
file02.pdf,4,200.63211059570312,9.960000038146973,0,"At the time the Foundation Level Agile Extension Syllabus was completed, the Agile Extension Working",Text
file02.pdf,4,212.03628540039062,9.960000038146973,0,"Group had the following membership: Rex Black (Chair), Bertrand Cornanguer (Vice Chair), Gerry",Text
file02.pdf,4,223.56002807617188,9.960000038146973,0,"Coleman (Learning Objectives Lead), Debra Friedenberg (Exam Lead), Alon Linetzki (Business Outcomes",Text
file02.pdf,4,235.11361694335938,9.960000038146973,0,"and Marketing Lead), Tauhida Parveen (Editor), and Leo van der Aalst (Development Lead).",Text
file02.pdf,4,258.1510925292969,9.960000038146973,0,"Authors: Rex Black, Anders Claesson, Gerry Coleman, Bertrand Cornanguer, Istvan Forgacs, Alon",Text
file02.pdf,4,269.6748046875,9.960000038146973,0,"Linetzki, Tilo Linz, Leo van der Aalst, Marie Walsh, and Stephan Weber.",Text
file02.pdf,4,292.5927734375,9.960000038146973,0,"Internal Reviewers: Mette Bruhn-Pedersen, Christopher Clements, Alessandro Collino, Debra",Text
file02.pdf,4,304.1164855957031,9.960000038146973,0,"Friedenberg, Kari Kakkonen, Beata Karpinska, Sammy Kolluru, Jennifer Leger, Thomas Mueller, Tuula",Text
file02.pdf,4,315.64019775390625,9.960000038146973,0,"Pääkkönen, Meile Posthuma, Gabor Puhalla, Lloyd Roden, Marko Rytkönen, Monika Stoecklein-Olsen,",Text
file02.pdf,4,327.1639099121094,9.960000038146973,0,"Robert Treffny, Chris Van Bael, and Erik van Veenendaal.",Text
file02.pdf,4,350.0818786621094,9.960000038146973,0,"The team thanks also the following persons, from the National Boards and the Agile expert community,",Text
file02.pdf,4,361.6055908203125,9.960000038146973,0,"who participated in reviewing, commenting, and balloting of the Foundation Agile Extension Syllabus: Dani",Text
file02.pdf,4,373.1294250488281,9.960000038146973,0,"Almog, Richard Berns, Stephen Bird, Monika Bögge, Afeng Chai, Josephine Crawford, Tibor Csöndes,",Text
file02.pdf,4,384.6730651855469,9.960000038146973,0,"Huba Demeter, Arnaud Foucal, Cyril Fumery, Kobi Halperin, Inga Hansen, Hanne Hinz, Jidong Hu, Phill",Text
file02.pdf,4,396.19677734375,9.960000038146973,0,"Isles, Shirley Itah, Martin Klonk, Kjell Lauren, Igal Levi, Rik Marselis, Johan Meivert, Armin Metzger, Peter",Text
file02.pdf,4,407.9396057128906,9.960000038146973,0,"Morgan,   Ninna Morin,   Ingvar Nordstrom,   Chris   O’Dea,   Klaus   Olsen, Ismo   Paukamainen,   Nathalie Phung,",Text
file02.pdf,4,419.12469482421875,9.960000038146973,0,"Helmut Pichler, Salvatore Reale, Stuart Reid, Hans Rombouts, Petri Säilynoja, Soile Sainio, Lars-Erik",Text
file02.pdf,4,430.6484069824219,9.960000038146973,0,"Sandberg, Dakar Shalom,  Jian Shen, Marco Sogliani, Lucjan Stapp, Yaron Tsubery, Sabine Uhde,",Text
file02.pdf,4,442.172119140625,9.960000038146973,0,"Stephanie Ulrich, Tommi Välimäki, Jurian Van de Laar, Marnix Van den Ent, António Vieira Melo, Wenye",Text
file02.pdf,4,453.6958312988281,9.960000038146973,0,"Xu, Ester Zabar, Wenqiang Zheng, Peter Zimmerer, Stevan Zivanovic, and Terry Zuo.",Text
file02.pdf,4,476.61376953125,9.960000038146973,0,"This document was formally approved for release by the General Assembly of the ISTQB® on May 31,",Text
file02.pdf,4,488.1374816894531,9.960000038146973,0,2014.,Text
file02.pdf,4,718.74169921875,9.960000038146973,0,Version 2014,Text
file02.pdf,4,718.74169921875,9.960000038146973,0,Page 5 of 12,Text
file02.pdf,4,718.74169921875,9.960000038146973,0,"May 31, 2014",Text
file02.pdf,4,735.8699951171875,6.0,0,© International Software Testing Qualifications Board,Text
file02.pdf,5,59.972991943359375,9.960000038146973,0,Qualifications Board,Text
file02.pdf,5,36.933013916015625,9.960000038146973,0,International,Text
file02.pdf,5,39.540000915527344,12.0,0,Overview,Text
file02.pdf,5,48.452972412109375,9.960000038146973,0,Software Testing,Text
file02.pdf,5,56.733001708984375,9.960000038146973,0,Foundation Level Extension –   Agile Tester,Text
file02.pdf,5,120.26298522949219,15.960000038146973,1,1.  Introduction to the Foundation Level Extensions,Text
file02.pdf,5,144.59298706054688,9.960000038146973,0,This overview document is intended for anyone with an interest in the ISTQB Foundation Level,Text
file02.pdf,5,156.11672973632812,9.960000038146973,0,Extensions who wants a high-level introduction to the leading principles and an overview of the individual,Text
file02.pdf,5,167.64047241210938,9.960000038146973,0,extension syllabi.,Text
file02.pdf,5,190.55844116210938,9.960000038146973,0,"From time to time, ISTQB will update this document to reflect any additional extensions that shall be",Text
file02.pdf,5,202.08218383789062,9.960000038146973,0,"introduced for the Foundation Level, or to reflect major changes in existing ones. Publications of the",Text
file02.pdf,5,213.60592651367188,9.960000038146973,0,updated document will be available on the ISTQB website.,Text
file02.pdf,5,236.67330932617188,9.960000038146973,0,The ISTQB Foundation and Advanced Level syllabi have been defined and have been on the market for,Text
file02.pdf,5,248.07748413085938,9.960000038146973,0,some time. New topics emerge due to technology and methodology changes in the market which often,Text
file02.pdf,5,259.6012268066406,9.960000038146973,0,"are brought into the ISTQB program as new Expert Level syllabi. However, not all topics are suited for the",Text
file02.pdf,5,271.12493896484375,9.960000038146973,0,"Expert Level. For this reason, the extension syllabi are established at the Foundation Level to expand the",Text
file02.pdf,5,282.6486511230469,9.960000038146973,0,ISTQB program to incorporate new or updated knowledge. New extensions shall be discussed and,Text
file02.pdf,5,294.17236328125,9.960000038146973,0,"introduced by the ISTQB periodically. Extensions may be established at the Advanced Level as well, but",Text
file02.pdf,5,305.6960754394531,9.960000038146973,0,that is beyond the scope of this document.,Text
file02.pdf,5,328.6140441894531,9.960000038146973,0,The following Foundation Level Extension syllabus has been released:,Text
file02.pdf,5,341.0740051269531,9.960000038146973,0,,Text
file02.pdf,5,340.8548889160156,9.960000038146973,0,Agile Tester,Text
file02.pdf,5,363.7728576660156,9.960000038146973,0,"In this document, each Foundation Level Extension syllabus is summarized and the associated Business",Text
file02.pdf,5,375.29656982421875,9.960000038146973,0,Outcomes are stated. The Business Outcomes communicate what can be expected from a person who,Text
file02.pdf,5,386.8402099609375,9.960000038146973,0,"achieves a Foundation Level Extension Certification in a particular subject area (e.g., Agile Tester), and",Text
file02.pdf,5,398.3639221191406,9.960000038146973,0,will outline the benefits for companies that are considering the development of specific testing skills at this,Text
file02.pdf,5,409.88763427734375,9.960000038146973,0,level.,Text
file02.pdf,5,718.7276000976562,9.960000038146973,0,Version 2014,Text
file02.pdf,5,718.7276000976562,9.960000038146973,0,Page 6 of 12,Text
file02.pdf,5,718.7276000976562,9.960000038146973,0,"May 31, 2014",Text
file02.pdf,5,735.8699951171875,6.0,0,© International Software Testing Qualifications Board,Text
file02.pdf,6,59.972991943359375,9.960000038146973,0,Qualifications Board,Text
file02.pdf,6,36.933013916015625,9.960000038146973,0,International,Text
file02.pdf,6,39.540000915527344,12.0,0,Overview,Text
file02.pdf,6,48.452972412109375,9.960000038146973,0,Software Testing,Text
file02.pdf,6,56.733001708984375,9.960000038146973,0,Foundation Level Extension –   Agile Tester,Text
file02.pdf,6,120.26298522949219,15.960000038146973,1,2.  Introduction to Foundation Level Agile Tester Extension,Text
file02.pdf,6,144.59298706054688,9.960000038146973,0,The certification for Foundation Level Extension –   Agile Tester is designed for professionals who are,Text
file02.pdf,6,156.11672973632812,9.960000038146973,0,working within Agile environments. It is also for professionals who are planning to start implementing,Text
file02.pdf,6,167.64047241210938,9.960000038146973,0,"Agile methods in the near future, or are working within companies that plan to do so, The certification",Text
file02.pdf,6,179.16421508789062,9.960000038146973,0,"provides an advantage for those who would like to know the required Agile activities, roles, methods, and",Text
file02.pdf,6,190.56838989257812,9.960000038146973,0,methodologies specific to their role.,Text
file02.pdf,6,214.9669952392578,14.039999961853027,0,2.1 Intended Audience,H2
file02.pdf,6,239.18301391601562,9.960000038146973,0,The Foundation Level Extension –   Agile Tester qualification is aimed at four main groups of professionals:,Text
file02.pdf,6,250.70675659179688,9.960000038146973,0,1. Professionals who have achieved in-depth testing experience in traditional methods and would,Text
file02.pdf,6,262.2304992675781,9.960000038146973,0,like to get an Agile Tester Certificate.,Text
file02.pdf,6,273.75421142578125,9.960000038146973,0,"2. Junior professional testers who are just starting in the testing profession, have received the",Text
file02.pdf,6,285.2779235839844,9.960000038146973,0,"Foundation Level certificate, and would like to know more about   the   tester’s   role in an Agile",Text
file02.pdf,6,296.68212890625,9.960000038146973,0,environment.,Text
file02.pdf,6,308.2058410644531,9.960000038146973,0,"3. Professionals who are relatively new to testing and are required to implement test approaches,",Text
file02.pdf,6,319.72955322265625,9.960000038146973,0,methods and techniques in their day to day job in Agile projects.,Text
file02.pdf,6,331.2532653808594,9.960000038146973,0,4. Professionals who are experienced in their role (including unit testing) and need more,Text
file02.pdf,6,342.7769775390625,9.960000038146973,0,understanding and knowledge about how to perform and manage testing on all levels in Agile,Text
file02.pdf,6,354.3006896972656,9.960000038146973,0,projects.,Text
file02.pdf,6,377.2186584472656,9.960000038146973,0,"These professionals include people who are in roles such as testers, test analysts, test engineers, test",Text
file02.pdf,6,388.7622985839844,9.960000038146973,0,"consultants, test managers, user acceptance testers, and software developers.",Text
file02.pdf,6,411.7997741699219,9.960000038146973,0,This Foundation Level Extension –   Agile Tester certification may also be appropriate for anyone who,Text
file02.pdf,6,423.323486328125,9.960000038146973,0,"wants a deeper understanding of software testing in the Agile world, such as project managers, quality",Text
file02.pdf,6,434.7276916503906,9.960000038146973,0,"managers, software development managers, business analysts, IT directors, and management",Text
file02.pdf,6,446.25140380859375,9.960000038146973,0,consultants.,Text
file02.pdf,6,482.13702392578125,14.039999961853027,0,2.2 Career Paths for Testers,H2
file02.pdf,6,506.3230285644531,9.960000038146973,0,"Building on the Foundation Level, the Agile Tester Extension supports the definition of career paths for",Text
file02.pdf,6,517.8466796875,9.960000038146973,0,professional testers. A person with the Agile Tester certificate has extended the broad understanding of,Text
file02.pdf,6,529.370361328125,9.960000038146973,0,testing acquired at the Foundation Level to enable him or her to work effectively as a professional tester in,Text
file02.pdf,6,540.774658203125,9.960000038146973,0,an Agile project.,Text
file02.pdf,6,563.8419189453125,9.960000038146973,0,People possessing an ISTQB Foundation Level Extension –   Agile Tester certificate may use the Certified,Text
file02.pdf,6,575.36572265625,9.960000038146973,0,Tester Foundation Level acronym CTFL-AT.,Text
file02.pdf,6,611.2869873046875,14.039999961853027,0,2.3 Learning Objectives,H2
file02.pdf,6,635.4730224609375,9.960000038146973,0,"In general, the Foundation Level syllabus is examinable at a K1 level, i.e., the candidate will recognize,",Text
file02.pdf,6,646.9967041015625,9.960000038146973,0,remember and recall terms and concepts stated in the Foundation Level syllabus.,Text
file02.pdf,6,669.9146728515625,9.960000038146973,0,"In addition, all Foundation Level syllabus learning objectives are examinable at the same K- level in an",Text
file02.pdf,6,681.428466796875,9.960000038146973,0,extension exam.,Text
file02.pdf,6,718.6891479492188,9.960000038146973,0,Version 2014,Text
file02.pdf,6,718.6891479492188,9.960000038146973,0,Page 7 of 12,Text
file02.pdf,6,718.6891479492188,9.960000038146973,0,"May 31, 2014",Text
file02.pdf,6,735.8699951171875,6.0,0,© International Software Testing Qualifications Board,Text
file02.pdf,7,59.972991943359375,9.960000038146973,0,Qualifications Board,Text
file02.pdf,7,36.933013916015625,9.960000038146973,0,International,Text
file02.pdf,7,39.540000915527344,12.0,0,Overview,Text
file02.pdf,7,48.452972412109375,9.960000038146973,0,Software Testing,Text
file02.pdf,7,56.733001708984375,9.960000038146973,0,Foundation Level Extension –   Agile Tester,Text
file02.pdf,7,107.15298461914062,9.960000038146973,0,"That said, each extension level exam focuses on the learning objectives defined in that extension",Text
file02.pdf,7,118.67672729492188,9.960000038146973,0,"syllabus. The relevant learning objectives at K1, K2, and K3 levels are provided at the beginning of each",Text
file02.pdf,7,130.20046997070312,9.960000038146973,0,chapter within each particular extension syllabus.,Text
file02.pdf,7,154.6070098876953,14.039999961853027,0,2.4 Entry Requirements,H2
file02.pdf,7,178.79299926757812,9.960000038146973,0,"To be able to participate in a Foundation Level Extension –   Agile Tester exam, candidates must have",Text
file02.pdf,7,190.31674194335938,9.960000038146973,0,obtained the ISTQB Foundation Level certificate.,Text
file02.pdf,7,214.7270050048828,14.039999961853027,0,2.5 Structure and Course Duration,H2
file02.pdf,7,238.94302368164062,9.960000038146973,0,The Foundation Level Extension –   Agile Tester syllabus has no shared or common elements with the,Text
file02.pdf,7,250.46676635742188,9.960000038146973,0,Foundation Level syllabus.,Text
file02.pdf,7,273.3847351074219,9.960000038146973,0,The syllabi must be taught in the following minimum number of days:,Text
file02.pdf,7,299.8327941894531,9.960000038146973,1,Syllabus,Text
file02.pdf,7,299.8327941894531,9.960000038146973,1,Days,Text
file02.pdf,7,317.9029846191406,9.960000038146973,0,Baseline: Foundation,Text
file02.pdf,7,317.9029846191406,9.960000038146973,0,3,Text
file02.pdf,7,335.9029846191406,9.960000038146973,0,Extension: Agile Tester,Text
file02.pdf,7,335.9029846191406,9.960000038146973,0,2,Text
file02.pdf,7,365.4230041503906,9.960000038146973,0,The following figure shows the structure of the Agile Tester Extension and its relationship to the,Text
file02.pdf,7,376.94671630859375,9.960000038146973,0,Foundation Level.,Text
file02.pdf,7,718.6878662109375,9.960000038146973,0,Version 2014,Text
file02.pdf,7,718.6878662109375,9.960000038146973,0,Page 8 of 12,Text
file02.pdf,7,718.6878662109375,9.960000038146973,0,"May 31, 2014",Text
file02.pdf,7,735.8699951171875,6.0,0,© International Software Testing Qualifications Board,Text
file02.pdf,8,59.972991943359375,9.960000038146973,0,Qualifications Board,Text
file02.pdf,8,36.933013916015625,9.960000038146973,0,International,Text
file02.pdf,8,39.540000915527344,12.0,0,Overview,Text
file02.pdf,8,48.452972412109375,9.960000038146973,0,Software Testing,Text
file02.pdf,8,56.733001708984375,9.960000038146973,0,Foundation Level Extension –   Agile Tester,Text
